date,channel,spend,impressions,clicks
2025-02-07,Google Ads,158.25,17792,288
2025-02-07,Influencer,80.94,11165,178
2025-02-07,Organic/SEO,18.52,2126,27
2025-02-07,Email/Referral,12.01,1644,33
2025-02-08,Meta Ads,219.25,20913,507
2025-02-08,Google Ads,180.95,24471,541
2025-02-08,Influencer,97.54,7820,127
2025-02-08,Organic/SEO,9.18,785,13
2025-02-08,Email/Referral,9.82,1356,36
2025-02-09,Meta Ads,172.01,23958,331
2025-02-09,Google Ads,147.84,17566,200
2025-02-09,Influencer,101.72,8747,118
2025-02-09,Organic/SEO,7.4,1004,27
2025-02-09,Email/Referral,14.83,1680,29
2025-02-10,Meta Ads,193.06,20195,275
2025-02-10,Google Ads,167.06,14663,216
2025-02-10,Influencer,107.16,12817,330
2025-02-10,Organic/SEO,11.27,1169,31
2025-02-10,Email/Referral,16.1,1780,60
2025-02-11,Meta Ads,229.22,24009,732
2025-02-11,Google Ads,153.89,17036,193
2025-02-11,Influencer,93.99,12597,371
2025-02-11,Organic/SEO,16.79,1504,28
2025-02-11,Email/Referral,8.5,841,20
2025-02-12,Meta Ads,165.4,18796,394
2025-02-12,Google Ads,130.8,11212,362
2025-02-12,Influencer,63.61,5095,156
2025-02-12,Organic/SEO,19.95,2466,25
2025-02-12,Email/Referral,8.4,1161,35
2025-02-13,Meta Ads,187.21,17637,182
2025-02-13,Google Ads,106.88,12474,131
2025-02-13,Influencer,116.66,10616,294
2025-02-13,Organic/SEO,7.33,823,9
2025-02-13,Email/Referral,16.5,1899,23
2025-02-14,Meta Ads,217.65,24555,811
2025-02-14,Google Ads,187.5,25355,302
2025-02-14,Influencer,69.53,9682,214
2025-02-14,Organic/SEO,8.57,1081,17
2025-02-14,Email/Referral,15.91,2072,61
2025-02-15,Meta Ads,155.6,16197,329
2025-02-15,Google Ads,149.21,13435,286
2025-02-15,Influencer,90.58,10136,309
2025-02-15,Organic/SEO,12.76,1197,31
2025-02-15,Email/Referral,16.96,1681,43
2025-02-16,Meta Ads,141.87,14260,466
2025-02-16,Google Ads,187.02,21417,590
2025-02-16,Influencer,109.12,15005,333
2025-02-16,Organic/SEO,13.42,1408,16
2025-02-16,Email/Referral,11.34,1445,43
2025-02-17,Meta Ads,222.38,18477,428
2025-02-17,Google Ads,114.67,10554,343
2025-02-17,Influencer,89.83,11274,130
2025-02-17,Organic/SEO,11.25,1355,18
2025-02-17,Email/Referral,9.89,829,21
2025-02-18,Meta Ads,230.86,29924,1028
2025-02-18,Google Ads,181.1,23780,580
2025-02-18,Influencer,90.99,9497,289
2025-02-18,Organic/SEO,7.73,644,21
2025-02-18,Email/Referral,5.06,701,19
2025-02-19,Meta Ads,161.48,19679,599
2025-02-19,Google Ads,127.08,16044,483
2025-02-19,Influencer,76.47,6309,95
2025-02-19,Organic/SEO,8.01,672,18
2025-02-19,Email/Referral,10.7,1423,23
2025-02-20,Meta Ads,174.95,20703,661
2025-02-20,Google Ads,152.22,15589,493
2025-02-20,Influencer,79.75,6760,142
2025-02-20,Organic/SEO,16.78,1373,33
2025-02-20,Email/Referral,13.92,1889,32
2025-02-21,Meta Ads,156.11,16614,314
2025-02-21,Google Ads,171.27,20296,588
2025-02-21,Influencer,107.28,14523,301
2025-02-21,Organic/SEO,19.77,1837,51
2025-02-21,Email/Referral,13.01,1678,36
2025-02-22,Meta Ads,210.67,28611,809
2025-02-22,Google Ads,174.85,14692,222
2025-02-22,Influencer,115.61,14057,337
2025-02-22,Organic/SEO,10.5,867,16
2025-02-22,Email/Referral,12.48,1156,16
2025-02-23,Meta Ads,180.91,20832,333
2025-02-23,Google Ads,157.87,21157,461
2025-02-23,Influencer,109.3,14825,182
2025-02-23,Organic/SEO,6.44,699,17
2025-02-23,Email/Referral,11.39,1134,29
2025-02-24,Meta Ads,126.22,17429,275
2025-02-24,Google Ads,187.54,16229,258
2025-02-24,Influencer,75.68,10577,106
2025-02-24,Organic/SEO,14.59,1928,51
2025-02-24,Email/Referral,10.44,1435,46
2025-02-25,Meta Ads,172.87,19776,676
2025-02-25,Google Ads,193.43,20694,645
2025-02-25,Influencer,79.31,8114,114
2025-02-25,Organic/SEO,8.14,972,22
2025-02-25,Email/Referral,8.47,882,17
2025-02-26,Meta Ads,232.63,30524,601
2025-02-26,Google Ads,187.25,18829,502
2025-02-26,Influencer,115.2,11913,321
2025-02-26,Organic/SEO,9.44,906,22
2025-02-26,Email/Referral,19.69,2110,70
2025-02-27,Meta Ads,224.75,21401,428
2025-02-27,Google Ads,162.9,18095,224
2025-02-27,Influencer,116.66,14601,305
2025-02-27,Organic/SEO,14.27,1216,27
2025-02-27,Email/Referral,18.96,2536,46
2025-02-28,Meta Ads,183.39,22344,413
2025-02-28,Google Ads,110.84,12228,306
2025-02-28,Influencer,63.32,5428,82
2025-02-28,Organic/SEO,10.22,1149,19
2025-02-28,Email/Referral,9.14,1207,16
2025-03-01,Meta Ads,179.51,24623,630
2025-03-01,Google Ads,169.55,17950,188
2025-03-01,Influencer,97.89,11542,147
2025-03-01,Organic/SEO,11.93,1609,24
2025-03-01,Email/Referral,11.92,1283,38
2025-03-02,Meta Ads,215.05,27000,516
2025-03-02,Google Ads,111.48,11256,303
2025-03-02,Influencer,100.95,13921,297
2025-03-02,Organic/SEO,14.49,1627,22
2025-03-02,Email/Referral,11.92,1343,45
2025-03-03,Meta Ads,165.59,22984,541
2025-03-03,Google Ads,126.82,11604,157
2025-03-03,Influencer,87.46,7111,150
2025-03-03,Organic/SEO,19.83,2383,69
2025-03-03,Email/Referral,6.79,735,12
2025-03-04,Meta Ads,222.56,20225,434
2025-03-04,Google Ads,157.92,17504,538
2025-03-04,Influencer,75.5,7749,230
2025-03-04,Organic/SEO,12.92,1345,14
2025-03-04,Email/Referral,16.3,2254,57
2025-03-05,Meta Ads,218.51,24257,383
2025-03-05,Google Ads,106.3,12671,282
2025-03-05,Influencer,105.23,12804,444
2025-03-05,Organic/SEO,12.65,1336,22
2025-03-05,Email/Referral,12.15,1608,17
2025-03-06,Meta Ads,231.61,32332,806
2025-03-06,Google Ads,134.84,12591,212
2025-03-06,Influencer,65.71,7129,81
2025-03-06,Organic/SEO,15.78,1614,24
2025-03-06,Email/Referral,13.17,1823,49
2025-03-07,Meta Ads,179.11,22677,644
2025-03-07,Google Ads,185.26,17095,538
2025-03-07,Influencer,79.26,10815,184
2025-03-07,Organic/SEO,18.9,2604,35
2025-03-07,Email/Referral,19.62,1670,25
2025-03-08,Meta Ads,173.97,24288,539
2025-03-08,Google Ads,154.54,18802,643
2025-03-08,Influencer,105.3,9840,172
2025-03-08,Organic/SEO,6.46,766,11
2025-03-08,Email/Referral,8.86,1180,21
2025-03-09,Meta Ads,187.2,19441,230
2025-03-09,Google Ads,137.66,14383,465
2025-03-09,Influencer,80.52,8273,244
2025-03-09,Organic/SEO,16.38,2094,70
2025-03-09,Email/Referral,16.93,1768,53
2025-03-10,Meta Ads,180.94,17490,307
2025-03-10,Google Ads,125.15,11100,162
2025-03-10,Influencer,66.41,8852,294
2025-03-10,Organic/SEO,13.8,1799,26
2025-03-10,Email/Referral,18.53,2045,23
2025-03-11,Meta Ads,141.26,13919,154
2025-03-11,Google Ads,132.84,11104,176
2025-03-11,Influencer,77.35,10802,171
2025-03-11,Organic/SEO,8.59,1041,32
2025-03-11,Email/Referral,10.81,1432,26
2025-03-12,Meta Ads,147.28,14695,370
2025-03-12,Google Ads,138.04,16616,264
2025-03-12,Influencer,100.85,10170,217
2025-03-12,Organic/SEO,13.37,1620,25
2025-03-12,Email/Referral,17.54,2162,34
2025-03-13,Meta Ads,231.3,27730,590
2025-03-13,Google Ads,119.18,13347,188
2025-03-13,Influencer,86.19,9008,252
2025-03-13,Organic/SEO,7.89,1020,18
2025-03-13,Email/Referral,11.66,1473,37
2025-03-14,Meta Ads,159.27,16432,289
2025-03-14,Google Ads,158.53,15846,445
2025-03-14,Influencer,94.31,8369,148
2025-03-14,Organic/SEO,8.32,860,19
2025-03-14,Email/Referral,12.6,1578,23
2025-03-15,Meta Ads,228.22,22952,401
2025-03-15,Google Ads,166.67,21388,416
2025-03-15,Influencer,103.33,13745,400
2025-03-15,Organic/SEO,5.51,714,20
2025-03-15,Email/Referral,15.04,1889,65
2025-03-16,Meta Ads,172.56,14500,312
2025-03-16,Google Ads,109.18,10661,263
2025-03-16,Influencer,79.72,9655,294
2025-03-16,Organic/SEO,11.31,1515,18
2025-03-16,Email/Referral,17.6,2282,41
2025-03-17,Meta Ads,158.26,15557,471
2025-03-17,Google Ads,179.85,17946,445
2025-03-17,Influencer,70.5,7622,266
2025-03-17,Organic/SEO,7.38,1009,30
2025-03-17,Email/Referral,19.58,1777,27
2025-03-18,Meta Ads,127.82,15783,411
2025-03-18,Google Ads,121.03,15427,269
2025-03-18,Influencer,70.29,7405,90
2025-03-18,Organic/SEO,8.95,915,28
2025-03-18,Email/Referral,16.89,1799,50
2025-03-19,Meta Ads,187.41,18825,529
2025-03-19,Google Ads,166.51,19505,496
2025-03-19,Influencer,99.88,10294,326
2025-03-19,Organic/SEO,7.43,988,18
2025-03-19,Email/Referral,6.88,798,15
2025-03-20,Meta Ads,214.07,22658,605
2025-03-20,Google Ads,132.74,12287,242
2025-03-20,Influencer,95.77,11436,279
2025-03-20,Organic/SEO,19.82,2407,80
2025-03-20,Email/Referral,6.77,566,10
2025-03-21,Meta Ads,140.75,15700,360
2025-03-21,Google Ads,156.75,19548,670
2025-03-21,Influencer,110.43,9618,177
2025-03-21,Organic/SEO,8.84,800,18
2025-03-21,Email/Referral,13.3,1245,34
2025-03-22,Meta Ads,205.15,16670,331
2025-03-22,Google Ads,185.11,20587,384
2025-03-22,Influencer,76.7,7255,90
2025-03-22,Organic/SEO,17.26,1470,25
2025-03-22,Email/Referral,5.69,721,7
2025-03-23,Meta Ads,159.3,18223,368
2025-03-23,Google Ads,130.4,12585,376
2025-03-23,Influencer,115.59,11661,128
2025-03-23,Organic/SEO,5.55,696,16
2025-03-23,Email/Referral,16.75,2040,66
2025-03-24,Meta Ads,221.67,28218,617
2025-03-24,Google Ads,132.73,14656,330
2025-03-24,Influencer,95.95,8747,230
2025-03-24,Organic/SEO,11.85,1388,22
2025-03-24,Email/Referral,11.52,1066,33
2025-03-25,Meta Ads,178.7,16708,184
2025-03-25,Google Ads,165.82,15401,535
2025-03-25,Influencer,91.82,8937,236
2025-03-25,Organic/SEO,9.13,1179,20
2025-03-25,Email/Referral,19.82,2305,71
2025-03-26,Meta Ads,133.86,13506,384
2025-03-26,Google Ads,163.96,15027,284
2025-03-26,Influencer,77.23,9020,167
2025-03-26,Organic/SEO,9.64,891,18
2025-03-26,Email/Referral,7.93,1092,15
2025-03-27,Meta Ads,224.64,23746,461
2025-03-27,Google Ads,125.82,14865,403
2025-03-27,Influencer,88.25,7354,242
2025-03-27,Organic/SEO,19.7,2085,52
2025-03-27,Email/Referral,11.75,1166,13
2025-03-28,Meta Ads,175.26,22626,235
2025-03-28,Google Ads,157.39,20908,322
2025-03-28,Influencer,72.9,9209,150
2025-03-28,Organic/SEO,7.88,809,16
2025-03-28,Email/Referral,18.11,2120,42
2025-03-29,Meta Ads,183.71,25211,323
2025-03-29,Google Ads,123.69,17038,578
2025-03-29,Influencer,72.57,6437,132
2025-03-29,Organic/SEO,5.75,685,8
2025-03-29,Email/Referral,5.87,640,21
2025-03-30,Meta Ads,172.09,17448,609
2025-03-30,Google Ads,152.88,15672,307
2025-03-30,Influencer,73.53,8142,170
2025-03-30,Organic/SEO,9.06,812,14
2025-03-30,Email/Referral,12.63,1054,14
2025-03-31,Meta Ads,228.35,25705,297
2025-03-31,Google Ads,167.38,14011,398
2025-03-31,Influencer,103.5,12323,348
2025-03-31,Organic/SEO,6.32,781,10
2025-03-31,Email/Referral,10.09,1377,31
2025-04-01,Meta Ads,230.48,19668,431
2025-04-01,Google Ads,110.62,13032,155
2025-04-01,Influencer,72.47,6923,198
2025-04-01,Organic/SEO,7.46,975,12
2025-04-01,Email/Referral,5.53,573,19
2025-04-02,Meta Ads,137.92,11875,341
2025-04-02,Google Ads,133.09,16374,245
2025-04-02,Influencer,87.84,8425,179
2025-04-02,Organic/SEO,16.54,2079,47
2025-04-02,Email/Referral,18.93,1814,29
2025-04-03,Meta Ads,192.29,22551,251
2025-04-03,Google Ads,159.7,16363,469
2025-04-03,Influencer,106.64,12064,121
2025-04-03,Organic/SEO,14.55,1817,29
2025-04-03,Email/Referral,11.97,1651,28
2025-04-04,Meta Ads,150.1,13906,333
2025-04-04,Google Ads,190.48,22194,390
2025-04-04,Influencer,97.48,11452,285
2025-04-04,Organic/SEO,7.39,872,18
2025-04-04,Email/Referral,5.28,593,20
2025-04-05,Meta Ads,163.77,22589,280
2025-04-05,Google Ads,170.92,14846,249
2025-04-05,Influencer,93.83,10843,318
2025-04-05,Organic/SEO,14.23,1645,53
2025-04-05,Email/Referral,11.78,1101,15
2025-04-06,Meta Ads,169.2,20771,229
2025-04-06,Google Ads,116.61,10071,248
2025-04-06,Influencer,76.11,6848,169
2025-04-06,Organic/SEO,16.42,1640,40
2025-04-06,Email/Referral,6.47,880,16
2025-04-07,Meta Ads,233.73,32421,955
2025-04-07,Google Ads,106.81,12027,146
2025-04-07,Influencer,111.34,14182,486
2025-04-07,Organic/SEO,14.13,1573,36
2025-04-07,Email/Referral,10.8,1167,30
2025-04-08,Meta Ads,226.76,26248,824
2025-04-08,Google Ads,182.65,20297,379
2025-04-08,Influencer,97.54,10412,125
2025-04-08,Organic/SEO,10.67,1490,16
2025-04-08,Email/Referral,15.45,2015,52
2025-04-09,Meta Ads,187.53,22963,476
2025-04-09,Google Ads,113.22,15595,324
2025-04-09,Influencer,98.93,11068,125
2025-04-09,Organic/SEO,19.29,2460,33
2025-04-09,Email/Referral,19.72,2449,53
2025-04-10,Meta Ads,192.03,16592,398
2025-04-10,Google Ads,111.63,12579,299
2025-04-10,Influencer,110.22,13612,221
2025-04-10,Organic/SEO,18.33,2096,52
2025-04-10,Email/Referral,7.53,989,32
2025-04-11,Meta Ads,209.7,28612,502
2025-04-11,Google Ads,182.5,19953,281
2025-04-11,Influencer,99.12,11998,206
2025-04-11,Organic/SEO,5.41,497,9
2025-04-11,Email/Referral,7.51,688,13
2025-04-12,Meta Ads,229.87,28930,520
2025-04-12,Google Ads,190.64,22636,484
2025-04-12,Influencer,88.29,9239,146
2025-04-12,Organic/SEO,10.8,1206,27
2025-04-12,Email/Referral,16.43,1668,46
2025-04-13,Meta Ads,188.43,25948,509
2025-04-13,Google Ads,186.11,24052,623
2025-04-13,Influencer,98.34,8366,282
2025-04-13,Organic/SEO,6.6,751,13
2025-04-13,Email/Referral,11.45,1335,43
2025-04-14,Meta Ads,175.42,24429,606
2025-04-14,Google Ads,119.45,10917,304
2025-04-14,Influencer,65.72,7151,98
2025-04-14,Organic/SEO,11.5,1437,30
2025-04-14,Email/Referral,7.45,708,13
2025-04-15,Meta Ads,133.51,15361,386
2025-04-15,Google Ads,110.59,11516,234
2025-04-15,Influencer,81.03,9194,171
2025-04-15,Organic/SEO,11.25,1438,20
2025-04-15,Email/Referral,14.29,1576,27
2025-04-16,Meta Ads,204.57,23130,507
2025-04-16,Google Ads,165.09,21154,725
2025-04-16,Influencer,96.98,12846,128
2025-04-16,Organic/SEO,12.95,1202,14
2025-04-16,Email/Referral,12.98,1620,32
2025-04-17,Meta Ads,198.37,21698,454
2025-04-17,Google Ads,131.12,13499,253
2025-04-17,Influencer,97.89,8512,104
2025-04-17,Organic/SEO,14.9,1680,34
2025-04-17,Email/Referral,7.29,762,22
2025-04-18,Meta Ads,222.08,27128,311
2025-04-18,Google Ads,165.34,15617,279
2025-04-18,Influencer,73.58,9311,244
2025-04-18,Organic/SEO,14.18,1702,27
2025-04-18,Email/Referral,11.67,1377,35
2025-04-19,Meta Ads,211.52,20565,601
2025-04-19,Google Ads,144.62,17384,371
2025-04-19,Influencer,114.22,10366,278
2025-04-19,Organic/SEO,13.65,1233,14
2025-04-19,Email/Referral,16.99,1519,22
2025-04-20,Meta Ads,231.67,28503,463
2025-04-20,Google Ads,158.19,17724,551
2025-04-20,Influencer,102.38,13299,203
2025-04-20,Organic/SEO,14.6,1203,14
2025-04-20,Email/Referral,15.7,1279,31
2025-04-21,Meta Ads,216.76,22282,247
2025-04-21,Google Ads,169.25,22980,641
2025-04-21,Influencer,94.24,8839,91
2025-04-21,Organic/SEO,15.42,1447,45
2025-04-21,Email/Referral,12.0,1342,38
2025-04-22,Meta Ads,210.18,24918,833
2025-04-22,Google Ads,193.41,26461,809
2025-04-22,Influencer,101.1,12111,152
2025-04-22,Organic/SEO,9.07,728,9
2025-04-22,Email/Referral,11.59,1029,33
2025-04-23,Meta Ads,213.02,17956,291
2025-04-23,Google Ads,178.72,22908,770
2025-04-23,Influencer,116.87,16195,328
2025-04-23,Organic/SEO,8.75,1098,19
2025-04-23,Email/Referral,17.1,1915,57
2025-04-24,Meta Ads,155.8,17213,414
2025-04-24,Google Ads,189.88,18227,609
2025-04-24,Influencer,106.46,13185,391
2025-04-24,Organic/SEO,14.08,1332,19
2025-04-24,Email/Referral,18.0,2223,34
2025-04-25,Meta Ads,192.43,20561,287
2025-04-25,Google Ads,152.87,14811,183
2025-04-25,Influencer,88.22,10181,113
2025-04-25,Organic/SEO,11.03,1052,11
2025-04-25,Email/Referral,6.88,607,8
2025-04-26,Meta Ads,212.76,22631,309
2025-04-26,Google Ads,114.03,11160,334
2025-04-26,Influencer,82.68,7407,148
2025-04-26,Organic/SEO,13.33,1090,28
2025-04-26,Email/Referral,10.93,880,23
2025-04-27,Meta Ads,202.94,23892,443
2025-04-27,Google Ads,152.66,15759,433
2025-04-27,Influencer,94.51,8024,209
2025-04-27,Organic/SEO,15.31,1565,49
2025-04-27,Email/Referral,17.65,1597,52
2025-04-28,Meta Ads,173.61,21427,650
2025-04-28,Google Ads,150.46,15639,514
2025-04-28,Influencer,75.47,7201,137
2025-04-28,Organic/SEO,17.89,2438,37
2025-04-28,Email/Referral,17.96,1715,58
2025-04-29,Meta Ads,190.52,15322,166
2025-04-29,Google Ads,118.27,10792,315
2025-04-29,Influencer,75.03,10365,268
2025-04-29,Organic/SEO,15.39,1432,46
2025-04-29,Email/Referral,15.02,1980,67
2025-04-30,Meta Ads,139.57,11974,360
2025-04-30,Google Ads,182.95,21043,402
2025-04-30,Influencer,98.24,9660,154
2025-04-30,Organic/SEO,12.32,1145,25
2025-04-30,Email/Referral,19.35,2522,84
2025-05-01,Meta Ads,213.08,21581,653
2025-05-01,Google Ads,188.06,25730,696
2025-05-01,Influencer,74.41,6130,83
2025-05-01,Organic/SEO,19.48,2098,65
2025-05-01,Email/Referral,11.98,1433,15
2025-05-02,Meta Ads,152.99,16243,418
2025-05-02,Google Ads,120.44,15160,289
2025-05-02,Influencer,107.14,9200,248
2025-05-02,Organic/SEO,9.4,1200,24
2025-05-02,Email/Referral,14.98,2038,21
2025-05-03,Meta Ads,127.2,16054,419
2025-05-03,Google Ads,131.37,14406,159
2025-05-03,Influencer,73.39,7740,238
2025-05-03,Organic/SEO,12.2,1405,44
2025-05-03,Email/Referral,9.63,1175,37
2025-05-04,Meta Ads,147.88,14993,517
2025-05-04,Google Ads,193.49,18070,210
2025-05-04,Influencer,77.63,8062,169
2025-05-04,Organic/SEO,14.28,1913,34
2025-05-04,Email/Referral,17.75,1519,16
2025-05-05,Meta Ads,180.44,15081,298
2025-05-05,Google Ads,185.71,17547,485
2025-05-05,Influencer,79.33,6560,156
2025-05-05,Organic/SEO,17.52,1832,46
2025-05-05,Email/Referral,18.5,2356,34
2025-05-06,Meta Ads,205.21,22596,647
2025-05-06,Google Ads,149.51,13108,317
2025-05-06,Influencer,89.58,9950,318
2025-05-06,Organic/SEO,18.42,1974,42
2025-05-06,Email/Referral,12.73,1415,47
2025-05-07,Meta Ads,196.14,18956,441
2025-05-07,Google Ads,161.45,19113,470
2025-05-07,Influencer,72.6,5954,109
2025-05-07,Organic/SEO,11.41,955,29
2025-05-07,Email/Referral,10.16,1369,18
2025-05-08,Meta Ads,132.15,14396,212
2025-05-08,Google Ads,189.37,15266,310
2025-05-08,Influencer,113.04,11650,143
2025-05-08,Organic/SEO,9.54,1048,15
2025-05-08,Email/Referral,12.0,1562,49
2025-05-09,Meta Ads,131.32,11773,198
2025-05-09,Google Ads,158.54,16117,501
2025-05-09,Influencer,101.7,8748,224
2025-05-09,Organic/SEO,6.7,638,9
2025-05-09,Email/Referral,7.6,889,21
2025-05-10,Meta Ads,145.01,20215,415
2025-05-10,Google Ads,113.74,9922,244
2025-05-10,Influencer,115.87,13245,446
2025-05-10,Organic/SEO,11.66,1237,27
2025-05-10,Email/Referral,15.46,1577,49
2025-05-11,Meta Ads,129.16,13740,312
2025-05-11,Google Ads,159.63,15414,318
2025-05-11,Influencer,89.17,10808,317
2025-05-11,Organic/SEO,16.07,1614,56
2025-05-11,Email/Referral,17.73,1695,25
2025-05-12,Meta Ads,159.91,17132,535
2025-05-12,Google Ads,175.05,22944,385
2025-05-12,Influencer,95.05,9219,117
2025-05-12,Organic/SEO,15.26,1351,36
2025-05-12,Email/Referral,14.72,1893,25
2025-05-13,Meta Ads,210.62,29477,921
2025-05-13,Google Ads,172.66,20672,424
2025-05-13,Influencer,102.45,12647,326
2025-05-13,Organic/SEO,16.94,1811,23
2025-05-13,Email/Referral,13.39,1284,25
2025-05-14,Meta Ads,127.88,13167,397
2025-05-14,Google Ads,153.85,12398,269
2025-05-14,Influencer,78.74,8555,172
2025-05-14,Organic/SEO,18.98,1565,42
2025-05-14,Email/Referral,17.77,2444,35
2025-05-15,Meta Ads,183.38,15150,340
2025-05-15,Google Ads,116.29,15149,194
2025-05-15,Influencer,90.72,10094,346
2025-05-15,Organic/SEO,14.82,1441,23
2025-05-15,Email/Referral,6.92,867,23
2025-05-16,Meta Ads,191.87,15819,459
2025-05-16,Google Ads,162.77,22435,553
2025-05-16,Influencer,79.41,8170,117
2025-05-16,Organic/SEO,15.84,1939,29
2025-05-16,Email/Referral,7.38,624,20
2025-05-17,Meta Ads,151.17,15215,258
2025-05-17,Google Ads,142.23,17471,554
2025-05-17,Influencer,72.86,8829,166
2025-05-17,Organic/SEO,19.71,1930,19
2025-05-17,Email/Referral,12.73,1133,12
2025-05-18,Meta Ads,201.41,24961,537
2025-05-18,Google Ads,165.92,18631,479
2025-05-18,Influencer,95.22,11421,171
2025-05-18,Organic/SEO,9.03,960,20
2025-05-18,Email/Referral,16.62,1695,23
2025-05-19,Meta Ads,153.16,14226,402
2025-05-19,Google Ads,147.33,18050,368
2025-05-19,Influencer,111.05,15437,412
2025-05-19,Organic/SEO,17.96,1984,66
2025-05-19,Email/Referral,17.47,2437,62
2025-05-20,Meta Ads,210.15,23657,389
2025-05-20,Google Ads,136.93,18299,208
2025-05-20,Influencer,94.94,9717,191
2025-05-20,Organic/SEO,18.27,2397,59
2025-05-20,Email/Referral,9.09,986,19
2025-05-21,Meta Ads,164.19,14147,333
2025-05-21,Google Ads,132.16,15812,284
2025-05-21,Influencer,86.28,7173,249
2025-05-21,Organic/SEO,12.61,1027,24
2025-05-21,Email/Referral,18.06,2281,62
2025-05-22,Meta Ads,141.06,16851,491
2025-05-22,Google Ads,156.52,20905,353
2025-05-22,Influencer,76.08,10055,257
2025-05-22,Organic/SEO,5.02,507,15
2025-05-22,Email/Referral,5.41,433,7
2025-05-23,Meta Ads,224.71,30131,692
2025-05-23,Google Ads,154.79,15466,248
2025-05-23,Influencer,107.02,9244,205
2025-05-23,Organic/SEO,14.52,1251,28
2025-05-23,Email/Referral,13.66,1701,26
2025-05-24,Meta Ads,157.68,18002,622
2025-05-24,Google Ads,124.57,17334,482
2025-05-24,Influencer,107.61,9187,160
2025-05-24,Organic/SEO,5.87,600,20
2025-05-24,Email/Referral,6.58,748,7
2025-05-25,Meta Ads,202.97,18639,246
2025-05-25,Google Ads,135.33,17087,216
2025-05-25,Influencer,75.41,6071,207
2025-05-25,Organic/SEO,13.88,1709,44
2025-05-25,Email/Referral,7.17,829,11
2025-05-26,Meta Ads,169.33,19326,463
2025-05-26,Google Ads,115.72,9496,284
2025-05-26,Influencer,102.2,8677,114
2025-05-26,Organic/SEO,18.39,2319,80
2025-05-26,Email/Referral,8.81,962,15
2025-05-27,Meta Ads,193.26,16799,221
2025-05-27,Google Ads,111.47,13556,303
2025-05-27,Influencer,96.36,12792,364
2025-05-27,Organic/SEO,11.93,1659,35
2025-05-27,Email/Referral,6.69,933,9
2025-05-28,Meta Ads,185.39,18269,412
2025-05-28,Google Ads,155.28,14659,350
2025-05-28,Influencer,103.83,9966,195
2025-05-28,Organic/SEO,9.02,1165,32
2025-05-28,Email/Referral,18.07,1629,19
2025-05-29,Meta Ads,138.89,12453,290
2025-05-29,Google Ads,192.38,19513,662
2025-05-29,Influencer,65.06,8822,128
2025-05-29,Organic/SEO,18.69,1558,52
2025-05-29,Email/Referral,8.01,786,17
2025-05-30,Meta Ads,167.12,20063,689
2025-05-30,Google Ads,159.58,19674,240
2025-05-30,Influencer,96.9,10390,333
2025-05-30,Organic/SEO,10.82,1306,20
2025-05-30,Email/Referral,8.89,911,16
2025-05-31,Meta Ads,153.42,12730,393
2025-05-31,Google Ads,110.79,14761,193
2025-05-31,Influencer,66.52,7568,170
2025-05-31,Organic/SEO,12.37,1415,24
2025-05-31,Email/Referral,14.94,1645,30
2025-06-01,Meta Ads,279.84,34605,686
2025-06-01,Google Ads,235.67,31866,746
2025-06-01,Influencer,96.99,13088,192
2025-06-01,Organic/SEO,7.44,741,20
2025-06-01,Email/Referral,24.5,2896,97
2025-06-02,Meta Ads,176.77,14785,371
2025-06-02,Google Ads,249.54,27490,310
2025-06-02,Influencer,97.43,9225,170
2025-06-02,Organic/SEO,7.35,987,22
2025-06-02,Email/Referral,19.58,1645,18
2025-06-03,Meta Ads,246.14,32795,761
2025-06-03,Google Ads,239.2,30775,366
2025-06-03,Influencer,96.08,11477,242
2025-06-03,Organic/SEO,12.17,1279,27
2025-06-03,Email/Referral,24.26,2091,35
2025-06-04,Meta Ads,239.27,29166,751
2025-06-04,Google Ads,246.67,31508,753
2025-06-04,Influencer,96.97,10380,283
2025-06-04,Organic/SEO,22.84,3142,78
2025-06-04,Email/Referral,16.77,1359,16
2025-06-05,Meta Ads,185.72,15467,309
2025-06-05,Google Ads,175.91,20799,486
2025-06-05,Influencer,123.74,13403,227
2025-06-05,Organic/SEO,25.08,2136,71
2025-06-05,Email/Referral,12.57,1392,17
2025-06-06,Meta Ads,173.76,18379,524
2025-06-06,Google Ads,168.02,19110,324
2025-06-06,Influencer,109.18,14672,460
2025-06-06,Organic/SEO,16.56,1561,23
2025-06-06,Email/Referral,25.1,2313,69
2025-06-07,Meta Ads,215.6,29998,576
2025-06-07,Google Ads,177.63,21004,714
2025-06-07,Influencer,150.43,18417,531
2025-06-07,Organic/SEO,17.49,2192,69
2025-06-07,Email/Referral,15.98,1872,43
2025-06-08,Meta Ads,242.77,32386,611
2025-06-08,Google Ads,160.86,17272,262
2025-06-08,Influencer,116.89,15687,399
2025-06-08,Organic/SEO,23.18,2085,67
2025-06-08,Email/Referral,18.23,1493,38
2025-06-09,Meta Ads,297.38,25202,618
2025-06-09,Google Ads,243.61,19630,505
2025-06-09,Influencer,115.24,11618,298
2025-06-09,Organic/SEO,7.53,942,9
2025-06-09,Email/Referral,12.49,1376,26
2025-06-10,Meta Ads,206.97,26875,896
2025-06-10,Google Ads,238.72,26580,853
2025-06-10,Influencer,146.54,15321,261
2025-06-10,Organic/SEO,8.42,915,30
2025-06-10,Email/Referral,17.44,2093,26
2025-06-11,Meta Ads,183.95,19842,670
2025-06-11,Google Ads,178.71,23705,308
